Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula
2088,MIC,Gd2Co7,0.9,40.0,100.0,6.0,"Goudy, 1976",186.0,,,,Gd2Co7 (M)
2089,MIC,Gd2Fe17,0.3,-27.5,350.0,1.0,"Fruchart, 1995",618.0,,,,Gd2Fe17
2090,MIC,GdSe2,0.8,-124.7,450.0,45.0,"Beck, 1962",45.0,,,,Gd2Se4
2091,MIC,Gd3TaFe28,0.3,-125.4,1400.0,0.0,"Skolozdra, 2000",1311.0,,,,Gd3Fe28Ta
2093,MIC,Gd3(AlNi3)2,1.0,33.6,300.0,5.6,"Pechev, 1997",839.0,,,,Gd3Ni6Al2
2095,MIC,GdCo3,1.4,-34.2,400.0,1.0,"Burnasheva, 1977",542.0,,,,GdCo3
2096,MIC,GdCo3,1.3,42.6,20.0,0.015,"Kierstead, 1981",444.0,,,,GdCo3 (M)
2097,MIC,GdCo3,1.4,45.0,150.0,3.0,"Wallace, 1980",439.0,,,,GdCo3 (M)
2102,MIC,GdFe3,1.0,50.4,150.0,0.18,"Goudy, 1976",186.0,,,,GdFe3
2105,MIC,Ho2Co7,1.1,36.7,50.0,5.0,"Goudy, 1976",186.0,,,,Ho2Co7 (M)
2106,MIC,Ho2Fe17,0.3,-104.2,23.0,1013.0,"Fruchart, 1997",656.0,,,,Ho2Fe17
2113,MIC,Ho6Fe23,0.8,24.3,0.0,0.3,"Smith, 1983",612.0,,,,Ho6Fe23
2116,MIC,HoCo3,1.2,36.0,100.0,6.0,"Wallace, 1980",439.0,,,,HoCo3
2123,MIC,HoFe3,1.0,44.6,150.0,0.63,"Goudy, 1976",186.0,,,,HoFe3
2124,MIC,Ca0.5La0.5Ni3,1.6,43.5,20.0,0.6,"Chen, 2000",1316.0,,,,La.5Ca.5Ni3
2125,MIC,Ca1.5La0.5Mg1Ni9,1.9,35.4,20.0,0.7,"Chen, 2000",1316.0,,,,La.5Ca1.5MgNi9 (M)
2127,MIC,Ca0.2La1.8Mg17,3.3,-47.8,450.0,101.3,"Khrussanova, 1985",436.0,,,,La1.8Ca.2Mg17
2130,MIC,La15Si9Ni8,1.1,-109.0,420.0,1013.0,"Morozkin, 2000",1320.0,,,,La15Ni8Si9
2131,MIC,La2.4Er3.8Ga3Co11,1.0,-45.2,30.0,0.04,"Pourarian, 1996",1170.0,,,absorption?,La2.4Er3.8Co11Ga3
2132,MIC,La2.4Er3.8Ga3Co2Ni9,1.0,-37.5,30.0,0.08,"Pourarian, 1996",1170.0,,,,La2.4Er3.8Co2Ni9Ga3
2133,MIC,La2.4Er3.8Ga3Co4Ni7,1.0,-64.5,30.0,0.05,"Pourarian, 1996",1170.0,,,absorption?,La2.4Er3.8Co4Ni7Ga3
2135,MIC,La2Co3,1.1,-75.6,350.0,1.0,"Guidotti, 1977",105.0,,,,La2Co3
2137,MIC,La2Mg17,1.7,-65.2,265.0,1.0,"Slattery, 1995",433.0,,,,La2Mg17
2138,MIC,La2Mg17,1.7,-78.5,100.0,4.0,"Yajima, 1977",188.0,,,,La2Mg17
2144,MIC,La2Ni3,1.0,-45.2,420.0,0.0,"van Mal, 1976",360.0,,,,La2Ni3
2146,MIC,La2Ni7,1.4,-10.5,50.0,3.0,"Osterreicher, 1976",524.0,,,,La2Ni7
2148,MIC,La2SiNi,1.1,-35.2,350.0,35.2,"Lushnikov, 1999",1309.0,,,,La2NiSi
2149,MIC,La3Al,1.2,-10.8,350.0,1.0,"Beck, 1962",45.0,,,,La3Al
2150,MIC,La3Ni,1.8,-20.5,250.0,0.0,"Mikheeva, 1978",535.0,,,,La3Ni
2152,MIC,La3Ni,1.9,-25.6,30.0,0.001,"Au, 1994",599.0,,,,La3Ni
2154,MIC,La5Mg2Ni23,1.5,-45.8,60.0,0.4,"Kohno, 2000",1321.0,,,,La5Mg2Ni23
2155,MIC,La6Si3Ni2,1.2,-45.2,350.0,101.3,"Lushnikov, 1999",1309.0,,,,La6Ni2Si3
2156,MIC,La6Si3Ni2,1.2,-15.2,450.0,1.0,"Morozkin, 2000",1320.0,,,,La6Ni2Si3
2157,MIC,La7Ni3,1.7,152.0,400.0,1.0,"Busch, 1978",189.0,,,,La7Ni3
2159,MIC,Ca1La1Mg1Al0.3Ni6,1.9,30.0,20.0,0.4,"Chen, 2000",1295.0,,,Sloping plateau,LaCaMgNi6Al.3
2160,MIC,CaLaMg(AlNi2)3,1.8,30.0,20.0,0.4,"Chen, 2000",1316.0,,,Sloping plateau,LaCaMgNi6Al3
2161,MIC,Ca1La1Mg1Mn0.3Ni6,1.8,32.3,20.0,1.0,"Chen, 2000",1295.0,,,,LaCaMgNi6Mn.3
2162,MIC,CaLaMg(MnNi2)3,1.8,32.3,20.0,1.3,"Chen, 2000",1316.0,,,,LaCaMgNi6Mn3
2163,MIC,CaLaMgNi9,1.8,33.0,20.0,2.5,"Chen, 2000",1295.0,,,,LaCaMgNi9
2164,MIC,CaLaMgNi9,1.8,33.0,20.0,2.5,"Chen, 2000",1316.0,,,,LaCaMgNi9
2168,MIC,La(MgCu)2,2.4,64.2,170.0,0.4,"Kadir, 1999",1305.0,,,,LaMg2Cu2
2169,MIC,LaMg2Ni9,0.33,-72.5,30.0,3.0,"Kadir, 2000",1314.0,,,,LaMg2Ni9
2170,MIC,LaNi3,1.2,-45.8,300.0,1.5,"Guidotti, 1977",105.0,,,,LaNi3
2173,MIC,LaNi3,1.7,-25.4,450.0,1.2,"Mikheeva, 1978",535.0,,,,LaNi3
2176,MIC,LnMg12,5.9,-23.5,325.0,3.0,"Darriet, 1980",433.0,"(Ln = Ce, La, Mm)",,,LnMg12
2178,MIC,Lu6Fe23,0.6,39.7,0.0,2.0,"Smith, 1983",612.0,,,,Lu6Fe23
2179,MIC,LuCo3,1.0,32.0,20.0,5.9,"Kierstead, 1984",571.0,,,,LuCo3 (M)
2181,MIC,Mg2Al3,2.3,-129.5,326.0,10.0,"Reilly, 1976",490.0,,,,Mg2Al3
2182,MIC,Li0.28Mg2Al1,3.8,-12.5,352.0,15.0,"Reilly, 1976",490.0,,,,Mg2AlLi.28
2184,MIC,Mg4Al5,2.2,-12.5,301.0,12.0,"Reilly, 1974",491.0,,,,Mg4Al5
2185,MIC,Mg51Zn20,3.6,80.9,330.0,8.0,"Bruzzone, 1983",431.0,,,,Mg51Zn20
2186,MIC,Mg5Al4,5.4,-51.2,326.0,7.0,"Reilly, 1976",490.0,,,,Mg5Al4
2187,MIC,Mg6Pd,0.9,80.3,160.0,0.014,"Kume, 1987",576.0,,,,Mg6Pd
2188,MIC,MgAl,3.0,-6.8,352.0,23.0,"Reilly, 1974",491.0,,,,MgAl
2189,MIC,Mg1Mn0.19Al0.89,5.0,-44.5,350.0,9.0,"Reilly, 1976",490.0,,,,MgAl.89Mn.19
2196,MIC,Nb3.16Al0.84,0.8,-50.0,300.0,1.2,"Andersson, 2000",1318.0,,Deuterium,,Nb3(Al.84Nb.16)
2197,MIC,Nb3Al,0.6,-22.5,350.0,1.0,"Li, 1995",435.0,,,,Nb3Al
2199,MIC,Nb51.5Ni48.5,0.1,-14.2,300.0,1.0,"Joubert, 2001",1331.0,Mu phase,Not saturated?,No plateau,Nb51.5Ni48.5
2201,MIC,Nd2Co7,1.2,56.7,125.0,0.9,"Goudy, 1976",186.0,,,,Nd2Co7 (M)
2207,MIC,Nd2Fe17,0.3,-45.2,23.0,1.0,"Fruchart, 1997",656.0,,,,Nd2Fe17
2208,MIC,Nd2Fe17,0.3,-38.5,350.0,101.3,"Isnard, 1997",838.0,,,,Nd2Fe17
2210,MIC,Nd3Ni,1.9,-45.6,30.0,0.001,"Au, 1994",599.0,,,,Nd3Ni
2217,MIC,NdCo3,1.3,54.5,20.0,0.29,"Kierstead, 1981",444.0,,,,NdCo3 (M)
2220,MIC,P0.8Pd3,0.04,-92.5,250.0,1.2,"Udovic, 2002",1349.0,,,,Pd3P.8
2221,MIC,Si2Pd9,0.03,-45.2,350.0,1.0,"Udovic, 2002",1349.0,,,,Pd9Si2
2222,MIC,Pr2.5Mg0.5Ni1,2.4,-25.3,30.0,50.0,"Au, 1994",599.0,,,,Pr2.5Mg.5Ni
2223,MIC,Pr2Co7,0.7,33.3,100.0,10.0,"Clinton, 1975",102.0,,,,Pr2Co7
2225,MIC,Pr2Co7,1.1,54.6,150.0,2.0,"Goudy, 1976",186.0,,,,Pr2Co7 (M)
2226,MIC,Pr2DyNi,1.9,0.0,30.0,15.0,"Au, 1994",599.0,,,,Pr2DyNi
2228,MIC,Pr2Fe17,0.3,0.75,23.0,1.0,"Fruchart, 1997",656.0,,,,Pr2Fe17
2231,MIC,Pr2Ni7,1.4,-45.6,25.0,8.3,"Goudy, 1976",186.0,,,,Pr2Ni7
2233,MIC,Pr3Cu0.5Ni0.5,1.8,-5.8,30.0,2.0,"Au, 1994",599.0,,,,Pr3Ni.5Cu.5
2234,MIC,Pr5(FeB3)2,1.0,-15.8,350.0,15.0,"Yartys, 1997",837.0,,,,Pr5Fe2B6
2235,MIC,PrCo3,1.3,54.2,100.0,0.02,"Clinton, 1975",102.0,,,,PrCo3
2236,MIC,PrCo3,1.5,-58.3,750.0,0.0,"Burnasheva, 1977",542.0,,,,PrCo3
2245,MIC,Sm2Fe17,0.4,-58.2,400.0,1.0,"Mommer, 1998",1297.0,,,,Sm2Fe17
2249,MIC,SmCo3,0.6,59.4,69.0,0.2,"Tauber, 1976",529.0,,,,SmCo3
2250,MIC,SmCo3,1.6,-48.2,175.0,1.0,"Shilov, 1981",530.0,,,,SmCo3
2251,MIC,SmTiFe11,0.1,-75.2,350.0,1.0,"Isnard, 1998",1298.0,,,,SmFe11Ti
2252,MIC,SmFe3,1.0,-45.6,350.0,0.7,"Christodoulou, 1993",835.0,,,,SmFe3
2256,MIC,Tb2Co7,1.1,40.4,50.0,2.0,"Goudy, 1976",186.0,,,,Tb2Co7 (M)
2259,MIC,Tb5(FeB3)2,0.9,-150.0,250.0,1.0,"Yartys, 1997",837.0,,,,Tb5Fe2B6
2260,MIC,TbCo3,1.3,44.0,100.0,1.5,"Wallace, 1980",439.0,,,,TbCo3 (M)
2261,MIC,TbCo3,1.4,46.9,75.0,0.6,"Burnasheva, 1977",543.0,,,,TbCo3 (M)
2262,MIC,TbFe3,1.1,48.0,150.0,0.23,"Goudy, 1976",186.0,,,,TbFe3
2265,MIC,TbAlNi,0.6,-89.2,450.0,0.0,"Kolomiets, 1999",1335.0,,,,TbNiAl
2268,MIC,Th2Co7,0.5,-125.3,40.0,0.25,"Buschow, 1975",187.0,,,,Th2Co7
2271,MIC,Th2Fe17,0.4,-45.7,450.0,1.0,"Fruchart, 1995",618.0,,,,Th2Fe17
2272,MIC,Th2Fe7,0.7,-45.8,40.0,0.6,"Buschow, 1977",187.0,,,,Th2Fe7 (M)
2275,MIC,Th6Mn23,1.1,-35.2,24.0,0.22,"Malik, 1984",572.0,,,,Th6Mn23
2277,MIC,Th7Co3,1.2,0.45,280.0,0.0,"Malik, 1980",536.0,,,,Th7Co3
2278,MIC,Th7Co3,1.7,-45.8,40.0,0.5,"Buschow, 1975",187.0,,,,Th7Co3
2281,MIC,Th7Fe3,1.7,-15.2,40.0,0.1,"Buschow, 1977",187.0,,,,Th7Fe3
2283,MIC,Th7Ni3,1.4,-15.2,350.0,45.0,"Beck, 1962",45.0,,,,Th7Ni3
2284,MIC,Th7Ni3,1.5,-45.2,40.0,0.01,"Buschow, 1977",187.0,,,,Th7Ni3
2285,MIC,ThFe3,0.7,-41.2,40.0,0.1,"Buschow, 1977",187.0,,,,ThFe3
2286,MIC,ThAlNi,0.9,47.0,40.0,0.007,"Drulis, 1982",434.0,,,,ThNiAl
2288,MIC,Ti3Ag,2.1,-45.7,450.0,1960.0,"Beck, 1962",45.0,,,,Ti3Ag
2290,MIC,Ti3Al,2.7,-45.2,400.0,1.0,"Sornadurai, 2000",1324.0,,,,Ti3Al
2291,MIC,Ti3Al,2.9,47.0,50.0,0.8,"Rudman, 1978",191.0,,,,Ti3Al
2293,MIC,Ti3Al,3.3,-15.8,450.0,50.0,"Ishikawa, 2001",1328.0,,,,Ti3Al
2295,MIC,Ti3Al,3.4,-12.5,300.0,0.0,"Hashi, 2001",1296.0,,,,Ti3Al
2296,MIC,Ti3Au,1.4,-35.2,350.0,101.3,"Beck, 1962",45.0,,,,Ti3Au
2298,MIC,Ti3Pt,0.6,-87.5,400.0,101.3,"Beck, 1962",45.0,,,,Ti3Pt
2300,MIC,Ti3Sb,1.0,-30.5,300.0,5.0,"Skripov, 1994",600.0,,,,Ti3Sb
2304,MIC,Zr38Ti45Ni17,2.3,-22.5,230.0,1.2,"Konstanchuk, 2001",1333.0,Quasicrystalline,at 230C and 1.2 atm,,Ti45Zr38Ni17
2306,MIC,Ti4Ni2C,1.1,-45.8,40.0,0.4,"Takeshita, 2000",1322.0,,,Sloping plateau,Ti4Ni2C
2307,MIC,Ti4Ni2N,1.2,-42.5,0.0,0.4,"Takeshita, 2000",1322.0,,,Sloping plateau,Ti4Ni2N
2308,MIC,Ti4Ni2O,0.9,-45.8,0.0,1.2,"Takeshita, 2000",1322.0,,,Sloping plateau,Ti4Ni2O
2326,MIC,TiCu3,0.3,-21.5,500.0,0.56,"Arita, 1979",495.0,,,,TiCu3
2327,MIC,TiCu3,0.6,-12.5,340.0,0.0,"Padurets, 1982",498.0,,,,TiCu3
2328,MIC,TiCu3,0.8,-45.8,250.0,35.0,"Yamanaka, 1975",73.0,,,,TiCu3
2333,MIC,U1Al1Fe0.3Ni0.7,0.2,-15.2,300.0,1.2,"Raj, 2000",1310.0,,,,U(Fe.3Ni.7)Al
2335,MIC,U6Co,1.0,-122.5,300.0,150.0,"Beck, 1962",45.0,,,,U6Co
2339,MIC,V3Ga,0.7,-8.15,340.0,0.0,"Skripov, 1994",696.0,,,,V3Ga
2340,MIC,V3Sn,0.4,-35.2,350.0,1.0,"Beck, 1962",45.0,,,,V3Sn
2342,MIC,V3Ni,0.9,-11.2,400.0,1013.0,"Joubert, 2001",1331.0,Sigma phase,Not saturated?,No plateau,V75Ni25
2345,MIC,WO3,0.1,-265.0,300.0,1013.25,"Dobrovolsky, 2001",1341.0,,,,WO3
2348,MIC,Y2Co7,1.3,38.0,20.0,0.25,"Yamaguchi, 1985",573.0,,,,Y2Co7
2351,MIC,Y2Ni7,0.3,-49.8,50.0,2.5,"van Essen, 1980",355.0,,,,Y2Ni7
2358,MIC,Y3Ni,2.4,-36.5,350.0,0.0,"Nikitin, 2001",1326.0,,,,Y3Ni
2360,MIC,Y4.3Sc0.7Si2.6Ge0.4,0.5,39.4,426.0,1.5,"McColm, 1987",611.0,,,,Y4.3Sc.7Si2.6Ge.4
2361,MIC,Y4Co3,2.1,-185.0,350.0,0.0,"van Mal, 1976",360.0,,,,Y4Co3
2362,MIC,Y5Si3,0.4,53.3,398.0,0.3,"McColm, 1986",574.0,,,,Y5Si3
2364,MIC,Y5Si3C0.5,1.4,39.5,450.0,350.0,"Hassen, 2000",1325.0,,,,Y5Si3C.5
2370,MIC,Y1Fe0.6Co2.4,1.5,-85.2,120.0,0.8,"Yamaguchi, 1989",615.0,,,,YCo2.4Fe.6 (M)
2371,MIC,Y1Co2.4Ni0.6,1.4,-55.2,120.0,3.5,"Yamaguchi, 1989",615.0,,,,YCo2.4Ni.6 (M)
2372,MIC,Y1Co2.9Ni0.1,0.6,-12.5,28.0,0.27,"Tauber, 1976",529.0,,,,YCo2.9Ni.1 (M)
2373,MIC,YCo3,0.4,-10.5,50.0,0.005,"van Essen, 1980",355.0,,,,YCo3
2375,MIC,YCo3,1.5,44.0,75.0,0.45,"Yamaguchi, 1985",573.0,,,,YCo3
2377,MIC,YCo3,0.6,-25.8,43.0,0.6,"Tauber, 1976",529.0,,,,YCo3 (M)
2379,MIC,Y1Fe1.5Ni1.5,1.3,-48.3,120.0,2.0,"Yamaguchi, 1989",615.0,,,,YFe1.5Ni1.5 (M)
2383,MIC,YFe3,1.9,-25.4,350.0,1.0,"Buschow, 1976",685.0,,,,YFe3
2386,MIC,YNi3,0.45,-120.0,50.0,0.25,"van Essen, 1980",355.0,,,,YNi3
2387,MIC,YNi3,1.5,-38.5,25.0,15.2,"Buschow, 1979",693.0,,,,YNi3
2394,MIC,Zr2Ni5,0.5,35.0,60.0,0.8,"Spit, 1982",446.0,,,,Zr2Ni5
2396,MIC,Zr9Ni16,1.1,-30.5,60.0,0.4,"Spit, 1982",446.0,,,,Zr36Ni64
2398,MIC,Zr3Ag,1.2,-45.2,750.0,0.02,"Deschanvres, 1964",497.0,,,,Zr3Ag (M)
2400,MIC,Zr3Co,2.0,-10.5,150.0,4200.0,"Riabov, 2000",1312.0,,,,Zr3Co
2405,MIC,Zr3V3O,1.2,152.0,700.0,0.1,"Mendelsohn, 1982",440.0,,,,Zr3V3O
2406,MIC,Zr3V3O0.6,2.2,-41.2,350.0,1.2,"Zavaliy, 2000",1319.0,,Deuterium,,Zr3V3O.6
2427,MIC,Zr6NiSn2,1.3,-45.3,450.0,101.3,"Zavaliy, 1999",1299.0,,,,Zr6NiSn2
2428,MIC,Zr7Ni10,1.4,-44.2,80.0,0.15,"Joubert, 1995",619.0,,,,Zr7Ni10
2429,MIC,Zr7Ni10,1.4,47.0,60.0,0.25,"Spit, 1982",446.0,,,,Zr7Ni10
2435,MIC,Ca1.5Y0.5Mg1Ni9,2.0,25.8,-10.0,2.0,"Kadir, 1999",1304.0,,,Sloping plateau,(Y.5Ca.5)(MgCa)Ni9
2436,MIC,Ba2Mg17,3.9,-102.5,352.0,7.0,"Reilly, 1974",491.0,,,,Ba2Mg17 (M)
2437,MIC,CaNi3,2.0,35.0,20.0,0.4,"Chen, 2000",1316.0,,,,CaNi3
2439,MIC,CaMgTiNi9,1.9,33.4,20.0,1.0,"Chen, 2000",1295.0,,,,CaTiMgNi9
2440,MIC,CaMgTiNi9,1.9,33.4,20.0,1.1,"Chen, 2000",1316.0,,,,CaTiMgNi9
2442,MIC,Ce2Co17,0.1,-36.5,350.0,1000.0,"Guidotti, 1977",105.0,,,,Ce2Co17
2445,MIC,Ce2Co7,0.9,43.3,100.0,0.9,"Goudy, 1976",186.0,,,,Ce2Co7
2446,MIC,Ce2Co7,1.0,-22.5,50.0,0.5,"van Essen, 1980",355.0,,,,Ce2Co7
2449,MIC,Ce2Ga2Fe15,0.3,-45.2,450.0,1013.0,"Isnard, 1997",840.0,,,,Ce2Fe15Ga2
2450,MIC,Ce2GaFe16,0.4,-74.5,300.0,1013.0,"Isnard, 1997",840.0,,,,Ce2Fe16Ga
2451,MIC,Ce2Fe17,0.4,-5.2,23.0,1.0,"Fruchart, 1997",656.0,,,,Ce2Fe17
2455,MIC,Ce2Si1.2Ni0.8,1.0,-15.2,420.0,1.0,"Lushnikov, 1999",1309.0,,,,Ce2Ni.8Si1.2
2456,MIC,Ce2Si1.2Ni0.8,1.0,-35.2,250.0,1.0,"Morozkin, 1999",1336.0,,,,Ce2Ni.8Si1.2
2459,MIC,Ce2Ni7,0.6,0.45,550.0,0.0,"Guidotti, 1977",105.0,,,,Ce2Ni7
2460,SS,Co0.05Pd0.95,0.6,38.2,81.0,0.6,"Feenstra, 1987",609.0,,,,Pd.95Co.05
2461,SS,Cr0.05Pd0.95,0.6,29.6,30.0,0.26,"Ura, 1995",484.0,,,,Pd.95Cr.05
2462,SS,Ni0.025Pd0.95Rh0.025,0.7,32.6,50.0,0.32,"Sakamoto, 1995",603.0,,,,Pd.95Ni.025Rh.025
2463,SS,Ni0.05Pd0.95,0.15,31.6,50.0,1.4,"Holder, 1996",624.0,,,,Pd.95Ni.05
2464,SS,Pd0.95Pt0.05,0.6,29.0,25.0,0.3,"Thiebaut, 1995",482.0,,,,Pd.95Pt.05
2465,SS,Pd0.95Pt0.05,0.6,33.0,30.0,0.17,"Noh, 1995",481.0,,,,Pd.95Pt.05
2466,SS,Pd0.95Rh0.05,0.7,28.0,25.0,0.21,"Thiebaut, 1995",482.0,,,,Pd.95Rh.05
2467,SS,Pd0.95Rh0.05,0.7,34.2,30.0,0.13,"Sakamoto, 1994",868.0,,,,Pd.95Rh.05
2468,SS,Pd0.95Rh0.05,0.7,-4.2,50.0,0.7,"Fazle Kibria, 2000",1421.0,,Deuterium,,Pd.95Rh.05
2469,SS,Pd0.95Rh0.05,0.75,-10.5,50.0,0.13,"Fazle Kibria, 1999",1417.0,,,,Pd.95Rh.05
2470,SS,Sb0.05Pd0.95,0.5,34.6,100.0,0.07,"Sakamoto, 1996",637.0,,,,Pd.95Sb.05
2471,SS,Sc0.05Pd0.95,0.5,37.4,50.0,0.04,"Sakamoto, 1993",604.0,,,,Pd.95Sc.05
2472,SS,U0.05Pd0.95,0.3,-21.5,108.0,1.6,"Feenstra, 1987",609.0,,,,Pd.95U.05
2473,SS,Pd0.96Pt0.04,0.5,37.4,80.0,0.4,"Yasumatsu, 1999",1406.0,,,,Pd.96Pt.04
2474,SS,Pd0.972Ir0.028,0.5,30.7,25.0,0.1,"LaPrade, 1974",469.0,,,,Pd.972Ir.028
2475,SS,Mo0.025Pd0.975,0.5,30.8,30.0,0.16,"Ura, 1995",484.0,,,,Pd.975Mo.025
2476,SS,Pd0.975Rh0.025,0.7,36.0,30.0,0.056,"Sakamoto, 1994",868.0,,,,Pd.975Rh.025
2478,SS,V0.02Pd0.98,0.5,30.8,25.0,0.1,"Artman, 1976",485.0,,,,Pd.98V.02
2479,SS,Ag0.1Pd0.9,0.5,-15.8,140.0,0.4,"Buck, 1972",465.0,,,,Pd.9Ag.1
2480,SS,Ag0.1Pd0.9,0.5,-9.3,50.0,0.01,"Brodowsky, 1965",527.0,,,,Pd.9Ag.1
2481,SS,Co0.1Pd0.9,0.5,29.8,80.0,4.0,"Feenstra, 1987",609.0,,,,Pd.9Co.1
2482,SS,Cu0.1Pd0.9,0.5,-8.5,30.0,0.06,"Burch, 1974",467.0,,,,Pd.9Cu.1
2483,SS,Ni0.05Pd0.9Rh0.05,0.6,28.4,30.0,0.7,"Sakamoto, 1995",603.0,,,,Pd.9Ni.05Rh.05
2484,SS,Ni0.1Pd0.9,0.5,-3.2,50.0,1.0,"Flanagan, 1998",862.0,,,,Pd.9Ni.1
2485,SS,Pd0.9Pt0.1,0.4,27.4,25.0,2.0,"Thiebaut, 1995",482.0,,,,Pd.9Pt.1
2486,SS,Pd0.9Rh0.1,0.6,29.2,30.0,0.58,"Sakamoto, 1994",868.0,,,,Pd.9Rh.1
2487,SS,Pd0.9Rh0.1,0.7,24.0,25.0,1.03,"Thiebaut, 1995",482.0,,,,Pd.9Rh.1
2488,SS,Pd0.9Rh0.1,0.7,32.4,50.0,0.6,"Noh, 1993",867.0,,,,Pd.9Rh.1
2489,SS,Pd0.9Rh0.1,0.7,-4.8,50.0,3.0,"Fazle Kibria, 2000",1421.0,,Deuterium,,Pd.9Rh.10
2490,SS,Y0.1Pd0.9,0.75,-10.5,60.0,0.2,"Poyser, 1997",660.0,,,,Pd.9Y.1
2520,SS,Zr0.05Ti0.16V0.57Cr0.22,3.5,-41.5,30.0,1.0,"Cho, 1999",1399.0,,Annealed,,Ti.16Zr.05Cr.22V.57
2522,SS,Ti0.21V0.5Cr0.29,3.1,-47.5,30.0,1.0,"Cho, 1999",1398.0,,,,Ti.21Cr.29V.50
2523,SS,Ti0.23Mn0.36V0.41,2.8,34.0,40.0,4.0,"Cho, 2000",1407.0,,,Sloping plateau,Ti.23Mn.36V.41
2524,SS,Ti0.25V0.35Cr0.4,2.6,-120.5,40.0,1.6,"Okada, 2002",1414.0,,Reversible capacity only,Heat treated 1573K /1 min,Ti.25V.35Cr.40
2525,SS,Ti0.278V0.25Cr0.422Fe0.05,2.5,-35.7,20.0,2.0,"Itoh, 2002",1412.0,,,Heat treated,Ti.278Cr.422V.25Fe.05
2527,SS,Ti0.32V0.39Cr0.29,2.9,-15.2,30.0,0.03,"Cho, 1999",1398.0,,,Sloping plateau,Ti.32Cr.29V.39
2528,SS,Ti0.33Mn0.3V0.37,2.3,-15.2,80.0,1.3,"Nakamura, 2000",1410.0,,Deuterium,,Ti.33V.37Mn.30 (M)
2529,SS,Ti0.33Mn0.3V0.37,3.0,-34.5,100.0,2.5,"Nakamura, 2000",1409.0,,,,Ti.33V.37Mn.30 (M)
2530,SS,Ti0.346V0.1Cr0.554,2.5,-15.2,40.0,1.2,"Okada, 2002",1414.0,,Reversible capacity only,"Heat treated, sloping plateau",Ti.346V.10Cr.554
2531,SS,Ti0.375V0.075Cr0.55,2.8,-8.2,40.0,0.5,"Okada, 2002",1414.0,,Reversible capacity only,Heat treated 1673K / 1 hr,Ti.375V.075Cr.55
2533,SS,Ti0.3V0.2Cr0.5,2.7,-45.2,20.0,0.8,"Itoh, 2002",1412.0,,,Heat treated,Ti.3Cr.5V.2
2534,SS,Ti0.435V0.49Fe0.075,3.8,-52.3,40.0,0.07,"Nomura, 1995",480.0,,,,Ti.435V.49Fe.075
2535,SS,Zr0.51Ti0.49,2.8,-38.2,250.0,1013.0,"Trzeciak, 1956",483.0,,,,Ti.49Zr.51
2536,SS,Ti0.5V0.45Co0.05,3.5,-25.3,450.0,101.3,"Verbetsky, 1999",1404.0,,,,Ti.50V.45Co.05
2538,SS,Ti0.58V0.4Ni0.02,3.7,-15.8,1.0,1200.0,"Verbetsky, 1999",1404.0,,,,Ti.58V.40Ni.02
2539,SS,Ti0.5V0.5,3.88,-4.2,300.0,1.2,"Verbetskii, 1983",455.0,,,,Ti.5V.5
2542,SS,Ti0.3034Mn0.26V0.4366,0.05,52.7,25.0,0.03,"Libowitz, 1988",353.0,,,,(V.59Ti.41).74Mn.26
2543,SS,Ti0.296Mn0.1V0.504Fe0.1,0.15,44.7,25.0,0.03,"Libowitz, 1988",353.0,,,,(V.63Ti.37).8Mn.1Fe.1
2544,SS,Ti0.138Mn0.08V0.782,0.3,50.6,25.0,0.06,"Libowitz, 1988",353.0,,,,(V.85Ti.15).92Mn.08
2546,SS,Ti0.1045V0.8455Fe0.05,3.3,42.9,40.0,4.5,"Libowitz, 1987",697.0,,,,(V.89Ti.11).95Fe.05
2547,SS,Ti0.172Mn0.14V0.688,0.12,48.6,25.0,0.04,"Libowitz, 1988",353.0,,,,(V.8Ti.2).86Mn.14
2548,SS,Ti0.176Mn0.08V0.704Fe0.04,5.2,48.5,25.0,0.08,"Libowitz, 1988",353.0,,,,(V.8Ti.2).88Mn.08Fe.04
2551,SS,Ti0.091Al0.05V0.819Fe0.04,2.6,-20.5,25.0,5.0,"Libowitz, 1985",471.0,,,,(V.9Ti.1).91Al.05Fe.04
2552,SS,Ti0.095V0.855Fe0.05,3.7,43.2,80.0,9.3,"Lynch, 1985",351.0,,,,(V.9Ti.1).95Fe.05
2553,SS,Ti0.095V0.855Ge0.05,0.15,47.3,450.0,101.3,"Libowitz, 1988",353.0,,,,(V.9Ti.1).95Ge.05
2557,SS,Li0.28Mg0.72,5.5,-10.5,350.0,1.5,"Huot, 1998",843.0,,,,Mg.72Li.28
2558,SS,Nb0.736Cr0.08Fe0.184,1.0,-10.5,45.0,0.07,"Esayed, 1997",846.0,,,,Nb.736Fe.184Cr.08
2559,SS,Nb0.865Cr0.07Fe0.065,1.0,-45.2,45.0,0.13,"Esayed, 1997",846.0,,,,Nb.865Fe.065Cr.07
2560,SS,Nb0.8V0.2,2.2,-37.5,40.0,0.7,"Lynch, 1984",453.0,,,,Nb.8V.2
2561,SS,Nb0.95Cr0.05,0.9,47.2,77.0,0.26,"Esayed, 2000",1419.0,,,,Nb.95Cr.05
